"priceRange","alcohol","noiseLevel","attire","delivery","parking","waiterService","smoking","outdoorSeating","caters","goodForGroups","goodForKids"
"$$","full_bar","loud","casual","No","street","Yes","NA","Yes","No","Yes","NA"
"$$$","full_bar","average","casual","No","lot","No","NA","Yes","NA","Yes","No"
"$","none","NA","NA","NA","street","NA","NA","NA","Yes","NA","NA"
"$$","none","quiet","casual","No","lot","No","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","Yes","NA","NA","NA"
"$$$","none","loud","casual","No","lot","No","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","Yes","No","No","NA"
"$","none","average","casual","Yes","NA","No","NA","Yes","Yes","No","NA"
"$$","full_bar","average","casual","No","NA","No","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","garage","Yes","NA","NA","NA","NA","NA"
"$$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","beer_and_wine","average","casual","No","lot","NA","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","No","Yes","No"
"$$","full_bar","average","NA","NA","NA","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","valet","Yes","NA","No","No","Yes","NA"
"$$","none","quiet","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","none","quiet","casual","No","street","NA","NA","No","No","No","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","average","casual","Yes","lot","No","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","street","Yes","NA","No","NA","Yes","NA"
"$$$","full_bar","average","casual","No","garage","No","NA","No","No","Yes","Yes"
"$$$","full_bar","average","casual","No","lot","No","NA","No","NA","Yes","NA"
"$","none","average","casual","Yes","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","quiet","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","NA","No","NA","Yes","NA","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","No","NA","Yes","NA","Yes","NA"
"$","full_bar","loud","NA","NA","NA","No","no","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","yes","Yes","NA","Yes","No"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","No","NA","NA","NA"
"$","none","NA","casual","No","lot","NA","NA","No","Yes","Yes","NA"
"$$","full_bar","loud","casual","No","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$$","full_bar","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","Yes","Yes","Yes"
"$$$$","full_bar","quiet","dressy","No","valet","Yes","NA","Yes","NA","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","loud","casual","Yes","NA","No","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","quiet","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","Yes","NA","No","NA","No","No","No","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","beer_and_wine","quiet","casual","No","lot","Yes","NA","No","No","Yes","Yes"
"$$$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","loud","casual","No","street","No","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","Yes","lot","Yes","NA","No","No","Yes","NA"
"$$$","full_bar","quiet","casual","NA","street","No","NA","No","NA","No","NA"
"$$","beer_and_wine","average","casual","Yes","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","none","average","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","full_bar","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","quiet","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","No","No","Yes","Yes"
"$","none","average","casual","No","street","Yes","NA","No","Yes","No","NA"
"$","none","quiet","casual","No","lot","Yes","NA","Yes","Yes","No","NA"
"$$","beer_and_wine","loud","casual","No","street","Yes","outdoor","No","No","Yes","Yes"
"$","none","average","casual","No","street","No","NA","No","Yes","Yes","NA"
"$$","full_bar","loud","casual","NA","NA","Yes","outdoor","Yes","NA","Yes","NA"
"$","none","quiet","casual","Yes","lot","Yes","NA","No","No","Yes","NA"
"$","none","NA","casual","No","NA","No","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","yes","No","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","No","NA","NA","NA"
"$$","full_bar","average","casual","Yes","NA","Yes","NA","Yes","NA","NA","NA"
"$$$$","full_bar","average","dressy","No","street","Yes","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","Yes","No","Yes","Yes"
"$$","none","NA","NA","NA","lot","NA","NA","No","NA","NA","NA"
"$","none","NA","NA","NA","garage","NA","NA","No","NA","NA","NA"
"$$$","full_bar","average","dressy","No","street","Yes","NA","Yes","Yes","Yes","No"
"$","full_bar","average","casual","No","lot","Yes","no","No","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$$$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","average","casual","Yes","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","quiet","casual","No","NA","NA","NA","NA","NA","No","NA"
"$","full_bar","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$$","none","loud","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","loud","casual","NA","NA","Yes","outdoor","Yes","No","Yes","NA"
"$$","beer_and_wine","average","casual","No","valet","Yes","NA","Yes","No","Yes","No"
"$","none","NA","casual","No","NA","No","NA","NA","NA","Yes","NA"
"$$","none","average","casual","Yes","NA","Yes","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$$","full_bar","loud","casual","NA","lot","NA","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","yes","Yes","No","Yes","No"
"$$$","full_bar","average","dressy","No","street","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","loud","casual","No","NA","No","NA","Yes","No","Yes","NA"
"$$","beer_and_wine","average","casual","NA","NA","No","NA","Yes","NA","Yes","NA"
"$","full_bar","average","NA","NA","NA","Yes","outdoor","No","NA","Yes","NA"
"$$","beer_and_wine","very_loud","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","NA","No","NA","Yes","No","Yes","NA"
"$$","none","quiet","casual","No","lot","NA","NA","No","No","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","average","casual","No","street","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$$$","full_bar","average","dressy","No","valet","No","NA","Yes","No","Yes","No"
"$$","none","average","casual","Yes","NA","Yes","NA","No","NA","Yes","NA"
"$$$","full_bar","average","casual","No","street","No","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","average","casual","No","NA","No","NA","No","No","No","NA"
"$$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","No","Yes","Yes","No"
"$$","full_bar","average","casual","No","lot","Yes","outdoor","Yes","No","Yes","NA"
"$","none","loud","casual","No","lot","No","NA","Yes","No","Yes","NA"
"$","none","average","casual","Yes","street","Yes","NA","No","No","No","NA"
"$$$","full_bar","average","NA","NA","valet","Yes","no","No","NA","Yes","NA"
"$$","full_bar","loud","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","very_loud","casual","No","garage","Yes","yes","No","No","Yes","Yes"
"$","none","average","casual","No","lot","No","NA","No","NA","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","NA","casual","NA","NA","Yes","NA","No","NA","No","NA"
"$$$","none","NA","NA","No","lot","NA","no","NA","NA","NA","NA"
"$","full_bar","average","NA","NA","street","NA","outdoor","No","NA","Yes","NA"
"$$$","none","average","casual","NA","NA","No","NA","No","NA","No","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","none","very_loud","casual","No","NA","No","NA","No","No","Yes","NA"
"$","beer_and_wine","loud","casual","No","NA","No","NA","Yes","Yes","Yes","NA"
"$$$$","full_bar","average","dressy","No","street","No","NA","No","NA","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$$","full_bar","average","dressy","No","valet","Yes","NA","No","No","Yes","NA"
"$","none","very_loud","NA","NA","lot","No","yes","No","NA","Yes","NA"
"$","none","average","casual","No","garage","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","beer_and_wine","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","full_bar","quiet","casual","No","NA","No","NA","Yes","No","Yes","NA"
"$$","none","average","casual","No","NA","NA","NA","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$$$$","full_bar","average","casual","No","NA","No","NA","No","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","NA","No","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","NA","no","No","Yes","Yes","NA"
"$","full_bar","loud","casual","No","street","Yes","no","No","No","No","Yes"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$","none","average","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","valet","NA","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","none","NA","casual","No","NA","NA","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","very_loud","casual","No","lot","Yes","outdoor","Yes","Yes","Yes","NA"
"$$","full_bar","average","NA","NA","NA","Yes","outdoor","No","NA","Yes","NA"
"$","none","NA","casual","No","lot","Yes","NA","Yes","NA","Yes","NA"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","full_bar","average","NA","NA","lot","NA","outdoor","Yes","NA","Yes","NA"
"$","none","NA","NA","NA","valet","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","Yes"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","Yes"
"$$","none","quiet","casual","No","street","Yes","NA","No","Yes","Yes","NA"
"$","none","average","casual","Yes","lot","Yes","NA","No","NA","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$$","full_bar","quiet","dressy","No","lot","NA","NA","Yes","No","Yes","NA"
"$","none","loud","casual","No","lot","NA","NA","No","Yes","No","NA"
"$","none","quiet","casual","No","NA","NA","NA","Yes","NA","Yes","NA"
"$$","none","quiet","casual","No","lot","Yes","NA","No","No","Yes","Yes"
"$","full_bar","loud","NA","NA","street","NA","outdoor","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","Yes","lot","Yes","outdoor","Yes","No","Yes","NA"
"$","none","average","casual","NA","NA","Yes","NA","No","NA","Yes","NA"
"$$","none","quiet","casual","Yes","lot","No","NA","No","NA","No","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","casual","No","NA","NA","NA","NA","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","quiet","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$$$$","full_bar","average","dressy","No","valet","Yes","NA","Yes","No","Yes","NA"
"$$","none","average","casual","No","NA","NA","NA","NA","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","full_bar","average","casual","No","lot","Yes","yes","No","Yes","Yes","NA"
"$","none","NA","casual","No","NA","NA","NA","No","NA","No","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","NA","casual","No","NA","Yes","NA","Yes","NA","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$$","full_bar","quiet","dressy","No","street","No","NA","Yes","No","Yes","NA"
"$","beer_and_wine","loud","casual","No","valet","Yes","NA","No","No","Yes","Yes"
"$$","full_bar","loud","casual","No","NA","No","NA","No","No","No","NA"
"$$","beer_and_wine","average","casual","No","garage","No","NA","No","Yes","No","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","quiet","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","garage","No","NA","No","No","Yes","Yes"
"$$","full_bar","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","No","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","none","quiet","casual","No","street","Yes","NA","No","No","No","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","full_bar","NA","NA","NA","lot","NA","outdoor","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","no","No","No","No","NA"
"$","none","quiet","casual","Yes","lot","NA","NA","No","NA","No","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","no","Yes","Yes","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","none","quiet","casual","No","lot","Yes","NA","No","No","No","NA"
"$","none","NA","casual","No","NA","NA","NA","No","NA","No","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","full_bar","loud","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","street","NA","NA","No","NA","NA","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","No","NA"
"$","none","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$","none","average","NA","No","NA","No","NA","Yes","NA","Yes","NA"
"$","none","NA","casual","No","NA","No","NA","Yes","No","No","NA"
"$$","beer_and_wine","quiet","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$$","beer_and_wine","quiet","casual","Yes","lot","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","Yes","street","No","NA","No","No","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","average","casual","No","street","Yes","NA","No","No","No","NA"
"$","none","quiet","casual","No","NA","No","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","NA","casual","No","street","No","NA","No","NA","Yes","NA"
"$$$","full_bar","average","dressy","No","street","No","NA","No","No","Yes","NA"
"$$","full_bar","loud","casual","No","garage","Yes","no","Yes","Yes","Yes","NA"
"$$","full_bar","quiet","NA","NA","garage","NA","yes","No","NA","Yes","NA"
"$","none","loud","casual","No","NA","NA","NA","No","No","Yes","NA"
"$","none","very_loud","casual","Yes","NA","No","NA","No","NA","Yes","NA"
"$","none","average","casual","Yes","lot","No","NA","Yes","Yes","Yes","NA"
"$$","none","average","casual","No","lot","No","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","none","NA","formal","No","NA","NA","NA","NA","No","Yes","NA"
"$","none","average","casual","No","lot","NA","NA","No","NA","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","No","NA","NA","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","No","Yes","Yes"
"$","none","average","casual","No","street","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","NA","No","NA","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$","none","quiet","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$$","none","quiet","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","No","NA","No","NA"
"$$","beer_and_wine","NA","casual","Yes","lot","NA","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$","none","quiet","casual","No","lot","Yes","NA","Yes","NA","Yes","NA"
